,PARTIDO,NUM_VOTOS,PORCENTAJE
2211,Abstenciones,236,"38,68852459016393442622950819672131147541"
1021,Abstenciones,148,"24,83221476510067114093959731543624161074"
2194,Abstenciones,176,"36,06557377049180327868852459016393442623"
5560,Abstenciones,188,"30,51948051948051948051948051948051948052"
2177,Abstenciones,156,"33,98692810457516339869281045751633986928"
2160,Abstenciones,153,"30,23715415019762845849802371541501976285"
1038,Abstenciones,164,"28,87323943661971830985915492957746478873"
2143,Abstenciones,168,"30,54545454545454545454545454545454545455"
5577,Abstenciones,186,"28,79256965944272445820433436532507739938"
2126,Abstenciones,195,"31,25"
1055,Abstenciones,93,"22,9064039408866995073891625615763546798"
5883,Abstenciones,181,"25,49295774647887323943661971830985915493"
5543,Abstenciones,146,"26,21184919210053859964093357271095152603"
5900,Abstenciones,172,"18,49462365591397849462365591397849462366"
2262,Abstenciones,189,"32,36301369863013698630136986301369863014"
2279,Abstenciones,214,"35,3719008264462809917355371900826446281"
936,Abstenciones,106,"21,15768463073852295409181636726546906188"
5917,Abstenciones,151,"23,26656394453004622496147919876733436055"
2415,Abstenciones,180,"32,84671532846715328467153284671532846715"
4812,Abstenciones,171,"28,40531561461794019933554817275747508306"
2398,Abstenciones,159,"28,75226039783001808318264014466546112116"
2381,Abstenciones,182,"29,69004893964110929853181076672104404568"
953,Abstenciones,111,"22,88659793814432989690721649484536082474"
2432,Abstenciones,194,"38,95582329317269076305220883534136546185"
5509,Abstenciones,188,"25,40540540540540540540540540540540540541"
2347,Abstenciones,289,"35,20097442143727161997563946406820950061"
2330,Abstenciones,203,"33,22422258592471358428805237315875613748"
970,Abstenciones,135,"21,32701421800947867298578199052132701422"
2313,Abstenciones,179,"32,66423357664233576642335766423357664234"
5526,Abstenciones,131,"24,57786116322701688555347091932457786116"
2296,Abstenciones,258,"39,38931297709923664122137404580152671756"
987,Abstenciones,109,"21,71314741035856573705179282868525896414"
2364,Abstenciones,153,"27,41935483870967741935483870967741935484"
3333,Abstenciones,133,"18,29436038514442916093535075653370013755"
5798,Abstenciones,64,"21,4765100671140939597315436241610738255"
6104,Abstenciones,265,"35,38050734312416555407209612817089452603"
3656,Abstenciones,169,"27,84184514003294892915980230642504118616"
4183,Abstenciones,155,"29,86512524084778420038535645472061657033"
4166,Abstenciones,213,"34,86088379705400981996726677577741407529"
4540,Abstenciones,176,"29,43143812709030100334448160535117056856"
3673,Abstenciones,151,"29,32038834951456310679611650485436893204"
443,Abstenciones,90,"16,60516605166051660516605166051660516605"
6155,Abstenciones,169,"24,24677187948350071736011477761836441894"
4999,Abstenciones,190,"26,0989010989010989010989010989010989011"
256,Abstenciones,129,"22,59194395796847635726795096322241681261"
5135,Abstenciones,226,"29,85468956406869220607661822985468956407"
4693,Abstenciones,195,"25,42372881355932203389830508474576271186"
103,Abstenciones,107,"24,42922374429223744292237442922374429224"
3690,Abstenciones,179,"24,93036211699164345403899721448467966574"
4149,Abstenciones,191,"34,79052823315118397085610200364298724954"
6172,Abstenciones,216,27
3707,Abstenciones,203,"25,72877059569074778200253485424588086185"
4132,Abstenciones,162,"30,79847908745247148288973384030418250951"
4846,Abstenciones,110,"25,28735632183908045977011494252873563218"
426,Abstenciones,143,"21,15384615384615384615384615384615384615"
3724,Abstenciones,129,"25,24461839530332681017612524461839530333"
4115,Abstenciones,137,"26,34615384615384615384615384615384615385"
239,Abstenciones,126,"23,46368715083798882681564245810055865922"
4523,Abstenciones,183,"31,6062176165803108808290155440414507772"
4200,Abstenciones,143,"29,91631799163179916317991631799163179916"
460,Abstenciones,100,"18,08318264014466546112115732368896925859"
4268,Abstenciones,170,"31,07861060329067641681901279707495429616"
3554,Abstenciones,227,"33,7797619047619047619047619047619047619"
4744,Abstenciones,269,"36,89986282578875171467764060356652949246"
4506,Abstenciones,174,"29,44162436548223350253807106598984771574"
5169,Abstenciones,195,"26,31578947368421052631578947368421052632"
4251,Abstenciones,183,"28,81889763779527559055118110236220472441"
3571,Abstenciones,114,"23,79958246346555323590814196242171189979"
4727,Abstenciones,253,"28,94736842105263157894736842105263157895"
4897,Abstenciones,135,"26,47058823529411764705882352941176470588"
477,Abstenciones,174,"24,85714285714285714285714285714285714286"
5118,Abstenciones,129,"22,4738675958188153310104529616724738676"
222,Abstenciones,204,"25,69269521410579345088161209068010075567"
3588,Abstenciones,121,"22,83018867924528301886792452830188679245"
4234,Abstenciones,259,"36,47887323943661971830985915492957746479"
3605,Abstenciones,133,"23,6654804270462633451957295373665480427"
5152,Abstenciones,217,"29,2059219380888290713324360699865410498"
35,Abstenciones,160,"21,41900937081659973226238286479250334672"
3622,Abstenciones,148,"24,58471760797342192691029900332225913621"
4217,Abstenciones,204,30
4710,Abstenciones,213,"29,41988950276243093922651933701657458564"
4982,Abstenciones,144,"22,11981566820276497695852534562211981567"
6053,Abstenciones,136,"20,76335877862595419847328244274809160305"
6121,Abstenciones,284,"36,83527885862516212710765239948119325551"
273,Abstenciones,167,"23,19444444444444444444444444444444444444"
3741,Abstenciones,127,"25,97137014314928425357873210633946830266"
52,Abstenciones,143,"23,02737520128824476650563607085346215781"
5084,Abstenciones,87,"17,29622266401590457256461232604373757455"
4013,Abstenciones,226,"30,83219645293315143246930422919508867667"
3860,Abstenciones,110,"26,37889688249400479616306954436450839329"
69,Abstenciones,143,"21,96620583717357910906298003072196620584"
3996,Abstenciones,230,"30,10471204188481675392670157068062827225"
3877,Abstenciones,110,"26,19047619047619047619047619047619047619"
4863,Abstenciones,204,"26,05363984674329501915708812260536398467"
86,Abstenciones,166,"20,26862026862026862026862026862026862027"
4591,Abstenciones,149,"23,61331220285261489698890649762282091918"
3979,Abstenciones,208,"34,4941956882255389718076285240464344942"
375,Abstenciones,87,"19,59459459459459459459459459459459459459"
358,Abstenciones,127,"22,63814616755793226381461675579322638146"
324,Abstenciones,114,"25,96810933940774487471526195899772209567"
3911,Abstenciones,192,"27,82608695652173913043478260869565217391"
5050,Abstenciones,236,"29,61104140526976160602258469259723964868"
4625,Abstenciones,174,"29,34232715008431703204047217537942664418"
5067,Abstenciones,113,"21,52380952380952380952380952380952380952"
3962,Abstenciones,168,"30,21582733812949640287769784172661870504"
3928,Abstenciones,216,"29,79310344827586206896551724137931034483"
3945,Abstenciones,225,"29,76190476190476190476190476190476190476"
4608,Abstenciones,186,25
6087,Abstenciones,194,"26,50273224043715846994535519125683060109"
3894,Abstenciones,144,"22,85714285714285714285714285714285714286"
494,Abstenciones,181,"25,78347578347578347578347578347578347578"
307,Abstenciones,168,"25,37764350453172205438066465256797583082"
3843,Abstenciones,201,"29,60235640648011782032400589101620029455"
4098,Abstenciones,232,"30,97463284379172229639519359145527369826"
3758,Abstenciones,143,"27,08333333333333333333333333333333333333"
4557,Abstenciones,178,"36,25254582484725050916496945010183299389"
409,Abstenciones,143,"21,09144542772861356932153392330383480826"
5016,Abstenciones,192,"26,05156037991858887381275440976933514247"
4676,Abstenciones,219,"31,92419825072886297376093294460641399417"
3775,Abstenciones,140,"32,48259860788863109048723897911832946636"
6070,Abstenciones,180,"27,3972602739726027397260273972602739726"
3792,Abstenciones,133,"28,66379310344827586206896551724137931034"
4081,Abstenciones,227,"36,03174603174603174603174603174603174603"
4030,Abstenciones,148,"31,89655172413793103448275862068965517241"
5101,Abstenciones,125,"21,11486486486486486486486486486486486486"
290,Abstenciones,145,"24,70187393526405451448040885860306643952"
4659,Abstenciones,191,"34,53887884267631103074141048824593128391"
4064,Abstenciones,172,"29,4017094017094017094017094017094017094"
392,Abstenciones,105,"22,87581699346405228758169934640522875817"
4047,Abstenciones,153,"31,61157024793388429752066115702479338843"
3809,Abstenciones,217,"31,35838150289017341040462427745664739884"
4574,Abstenciones,194,"34,95495495495495495495495495495495495495"
3826,Abstenciones,196,"29,47368421052631578947368421052631578947"
5033,Abstenciones,233,"30,10335917312661498708010335917312661499"
4642,Abstenciones,196,"30,24691358024691358024691358024691358025"
4880,Abstenciones,262,"37,91606367583212735166425470332850940666"
4965,Abstenciones,142,"23,35526315789473684210526315789473684211"
3639,Abstenciones,140,"24,77876106194690265486725663716814159292"
341,Abstenciones,149,"28,38095238095238095238095238095238095238"
137,Abstenciones,82,"19,24882629107981220657276995305164319249"
4931,Abstenciones,205,"27,62803234501347708894878706199460916442"
4948,Abstenciones,194,"26,3229308005427408412483039348710990502"
3486,Abstenciones,314,"36,30057803468208092485549132947976878613"
4455,Abstenciones,164,"35,2688172043010752688172043010752688172"
188,Abstenciones,111,"16,34756995581737849779086892488954344624"
6036,Abstenciones,171,"25,67567567567567567567567567567567567568"
4370,Abstenciones,155,"31,31313131313131313131313131313131313131"
3384,Abstenciones,130,"24,76190476190476190476190476190476190476"
18,Abstenciones,90,"18,10865191146881287726358148893360160966"
5220,Abstenciones,191,"27,40315638450502152080344332855093256815"
4319,Abstenciones,171,"34,33734939759036144578313253012048192771"
4489,Abstenciones,166,"30,01808318264014466546112115732368896926"
5186,Abstenciones,191,"26,09289617486338797814207650273224043716"
4404,Abstenciones,112,"26,60332541567695961995249406175771971496"
511,Abstenciones,118,"22,01492537313432835820895522388059701493"
3469,Abstenciones,244,"33,93602225312934631432545201668984700974"
4761,Abstenciones,203,29
171,Abstenciones,125,"19,53125"
4778,Abstenciones,223,"29,3807641633728590250329380764163372859"
5203,Abstenciones,162,"24,4343891402714932126696832579185520362"
120,Abstenciones,95,"22,51184834123222748815165876777251184834"
4387,Abstenciones,170,"32,50478011472275334608030592734225621415"
4353,Abstenciones,173,"27,68"
3401,Abstenciones,179,"29,783693843594009983361064891846921797"
3418,Abstenciones,209,"30,73529411764705882352941176470588235294"
545,Abstenciones,115,"26,01809954751131221719457013574660633484"
6138,Abstenciones,192,"25,94594594594594594594594594594594594595"
4472,Abstenciones,294,"34,10672853828306264501160092807424593968"
4336,Abstenciones,214,"27,82834850455136540962288686605981794538"
528,Abstenciones,114,"21,83908045977011494252873563218390804598"
4795,Abstenciones,184,"31,61512027491408934707903780068728522337"
3452,Abstenciones,154,"27,35346358792184724689165186500888099467"
562,Abstenciones,129,"23,88888888888888888888888888888888888889"
3435,Abstenciones,142,"26,44320297951582867783985102420856610801"
4829,Abstenciones,123,"27,57847533632286995515695067264573991031"
154,Abstenciones,88,"19,77528089887640449438202247191011235955"
4285,Abstenciones,151,"30,62880324543610547667342799188640973631"
3520,Abstenciones,163,"33,47022587268993839835728952772073921971"
3503,Abstenciones,141,"31,19469026548672566371681415929203539823"
3537,Abstenciones,201,"30,68702290076335877862595419847328244275"
3367,Abstenciones,103,"20,68273092369477911646586345381526104418"
1,Abstenciones,95,"21,68949771689497716894977168949771689498"
4421,Abstenciones,159,"34,19354838709677419354838709677419354839"
4914,Abstenciones,152,"28,89733840304182509505703422053231939163"
205,Abstenciones,135,"20,05943536404160475482912332838038632987"
4302,Abstenciones,167,"31,50943396226415094339622641509433962264"
3350,Abstenciones,157,"19,89860583016476552598225602027883396705"
4438,Abstenciones,131,"31,26491646778042959427207637231503579952"
1635,Blancos,11,"1,69491525423728813559322033898305084746"
1125,Blancos,3,",6637168141592920353982300884955752212389"
3981,Blancos,2,",5063291139240506329113924050632911392405"
1669,Blancos,3,",7518796992481203007518796992481203007519"
5664,Blancos,6,"1,36674259681093394077448747152619589977"
4049,Blancos,2,",6042296072507552870090634441087613293051"
4933,Blancos,6,"1,1173184357541899441340782122905027933"
2502,Blancos,9,"2,90322580645161290322580645161290322581"
2383,Blancos,1,",2320185614849187935034802784222737819026"
1924,Blancos,3,",9118541033434650455927051671732522796353"
292,Blancos,2,",4524886877828054298642533936651583710407"
955,Blancos,8,"2,13903743315508021390374331550802139037"
1244,Blancos,5,"1,05042016806722689075630252100840336134"
1941,Blancos,4,"1,23076923076923076923076923076923076923"
2519,Blancos,4,",6837606837606837606837606837606837606838"
4372,Blancos,1,",2941176470588235294117647058823529411765"
2332,Blancos,5,"1,2254901960784313725490196078431372549"
5018,Blancos,3,",5504587155963302752293577981651376146789"
1856,Blancos,4,",9433962264150943396226415094339622641509"
1822,Blancos,2,",4716981132075471698113207547169811320755"
4083,Blancos,3,",7444168734491315136476426799007444168734"
4559,Blancos,4,"1,27795527156549520766773162939297124601"
3335,Blancos,5,",8417508417508417508417508417508417508418"
2349,Blancos,6,"1,12781954887218045112781954887218045113"
5630,Blancos,5,"1,10132158590308370044052863436123348018"
5511,Blancos,6,"1,08695652173913043478260869565217391304"
4882,Blancos,4,",9324009324009324009324009324009324009324"
4066,Blancos,2,",4842615012106537530266343825665859564165"
2366,Blancos,2,",4938271604938271604938271604938271604938"
3947,Blancos,4,",7532956685499058380414312617702448210923"
1227,Blancos,3,",6302521008403361344537815126050420168067"
2400,Blancos,3,",761421319796954314720812182741116751269"
5834,Blancos,2,",437636761487964989059080962800875273523"
4576,Blancos,4,"1,10803324099722991689750692520775623269"
156,Blancos,3,",8403361344537815126050420168067226890756"
5477,Blancos,5,",9074410163339382940108892921960072595281"
2434,Blancos,1,",3289473684210526315789473684210526315789"
4406,Blancos,3,",9708737864077669902912621359223300970874"
1652,Blancos,2,",5376344086021505376344086021505376344086"
3998,Blancos,3,",5617977528089887640449438202247191011236"
88,Blancos,4,",612557427258805513016845329249617151608"
139,Blancos,5,"1,45348837209302325581395348837209302326"
5647,Blancos,3,",78125"
921,Blancos,4,",9638554216867469879518072289156626506024"
2451,Blancos,2,",5479452054794520547945205479452054794521"
2468,Blancos,8,"1,47601476014760147601476014760147601476"
1142,Blancos,6,"1,2987012987012987012987012987012987013"
1839,Blancos,5,"1,2594458438287153652392947103274559194"
6140,Blancos,15,"2,73722627737226277372262773722627737226"
4015,Blancos,13,"2,56410256410256410256410256410256410256"
5715,Blancos,5,"1,07526881720430107526881720430107526882"
326,Blancos,3,",9230769230769230769230769230769230769231"
3964,Blancos,1,",2577319587628865979381443298969072164948"
4423,Blancos,3,",9803921568627450980392156862745098039216"
1890,Blancos,3,",6896551724137931034482758620689655172414"
5052,Blancos,8,"1,42602495543672014260249554367201426025"
4389,Blancos,2,",5665722379603399433427762039660056657224"
4032,Blancos,4,"1,2658227848101265822784810126582278481"
904,Blancos,8,"2,13903743315508021390374331550802139037"
1159,Blancos,3,",7712082262210796915167095115681233933162"
5035,Blancos,6,"1,10905730129390018484288354898336414048"
1907,Blancos,1,",2525252525252525252525252525252525252525"
1873,Blancos,2,",445434298440979955456570155902004454343"
4593,Blancos,7,"1,45228215767634854771784232365145228216"
2417,Blancos,3,",8152173913043478260869565217391304347826"
2485,Blancos,1,",3267973856209150326797385620915032679739"
5919,Blancos,3,",6024096385542168674698795180722891566265"
5494,Blancos,1,",1782531194295900178253119429590017825312"
938,Blancos,5,"1,2658227848101265822784810126582278481"
309,Blancos,3,",6072874493927125506072874493927125506073"
2077,Blancos,6,"1,22448979591836734693877551020408163265"
4457,Blancos,1,",3322259136212624584717607973421926910299"
5681,Blancos,6,",9448818897637795275590551181102362204724"
1788,Blancos,2,",3344481605351170568561872909698996655518"
2145,Blancos,7,"1,8324607329842931937172774869109947644"
